transaction_id;material_cost;insurance_cost
e38998e8-bba5-4512-8165-47beea856f8f;55614;21265
f455f93a-e9a4-46d7-9df5-1db086e67f46;68553;11553
66fafb59-7dc4-474a-bc52-72db49cf8c79;61893;28504
79f31333-707e-4396-8850-99c07c1b29f1;66664;18035
81804442-30ee-44f9-9a5d-e9367b874bcb;68184;10836
3ceb00d6-1706-4ad1-a876-380b58593aa7;54329;24098
8583b398-3a7b-4544-8a10-928efc400081;39295;12549
b5d1434c-e3fd-4f9f-a76f-5d03397b25ff;42020;10252
730598e8-6d3a-49a4-b237-53ac90cdee27;48872;19611
23b3a06b-954a-4e3a-9074-e454f862b315;56813;24836
1f110e6c-1b25-4636-8fc1-13e5db383615;31937;27281
0ba12b30-1272-4dc9-8776-ade60abe538d;60004;14506
7a5d6738-fc1f-4a7a-a64e-9fa6f6140a2f;63891;12130
4b342df1-7318-42b1-95c0-075edac027e1;56969;18473
1758606e-60d4-4b9f-8c06-d3d4dc6b9f71;39898;18642
0a6c191c-69de-4189-a780-2de6fb38c1f0;32429;20753
eb75edee-db50-483d-9a8c-09bd27bd7487;45404;14559
5b5f04a2-c4c6-4305-bd4f-b64e807ed5ce;37161;22296
55719349-3be9-4922-823f-c161cbc8363c;42700;27057
329bdb31-aea0-4e13-9cc8-660ce5923b95;34865;13088
dd15b56d-aa38-40c5-a3dc-e1564ba431ca;49774;18611
8c59f3e1-4294-40ed-8d0a-3404045914dd;33566;19639
e017ddb7-617a-4825-bbd7-1c668e5c198b;69070;21245
e35c0594-626d-4f0e-92a2-b14a96c7bda3;66060;13909
4bcbb909-92e4-4416-be18-1752aa017f62;61420;22008
aedbcfc0-eb89-4f11-997c-225c22eabaaf;48513;17045
338fc323-ddbe-4f2a-8ac3-fd56b1285884;39556;18453
bdeeba07-402e-46d5-ab48-b1b3d5713e28;35041;15767
17dfb264-a2d1-4892-926d-7bab44b66f39;42038;17424
3f89ba7b-629e-4853-9c73-5770b6f8f614;42534;25093
b3b89747-cfaa-48df-af31-65238854e229;34854;22251
aa0e72e2-844a-46b4-bf92-acf41e324b2b;52418;21721
b1679adb-6b1b-4d96-891d-4db6050810fb;60129;18235
fb27404e-2e6a-40df-a8cc-2922cbcfd4aa;37462;13968
b7ff3130-fd28-4f77-b538-964ef9cf3a74;45913;14564
882086ae-8166-43c7-a089-0a951100623e;54802;17789
4587d293-1bb9-4af7-b039-3b455ba14f68;57160;14563
737e4e14-5353-46be-b975-918a260a0692;43878;17409
753b2ab8-a151-43df-9dbc-27ff05d2b774;51390;17631
522ab54b-7340-4fa4-8d03-515d9aebd99a;61811;16323
0a22cc72-75a0-483c-a6e2-f2ca43a4b1d5;64182;27695
08a78f7d-0523-41bf-a454-e29bb7098da6;52529;22290
387020fe-d214-4aad-9c80-c414c738e8c5;56154;12487
40666309-8b94-4c01-8249-2b8b792a6153;48476;20626
de2e501e-c160-493e-b4f8-794392d06f64;45891;29678
6f332936-ca81-4bc1-a3a8-81d35b0a0657;33558;18430
c76a26e7-104e-4c0a-9086-88a18be637b0;51427;21024
f815d267-d156-4184-81e7-2e5f454c0070;61809;11352
71f351b7-9a54-4045-9734-af8c5a0287fb;63542;15084
d3e8bee4-592a-471a-8088-ae8bdb02c6e4;47991;11936
3151cd19-05f6-4a54-ad93-94df169adb6d;57968;15065
0ba355d0-a491-454c-84e8-4bbcc7bfc40d;35104;29033
0112b390-2db7-4664-8563-a769c7463266;62515;25796
c1ec5941-dcd0-4f42-8b67-bfb11a88a51c;45878;23588
bc047251-9b7f-48f8-a47c-4e302490b47d;34843;24512
88458f00-0f7f-4d34-b809-fb32d602c5f8;38370;29596
dc614e9f-552c-47b8-9175-b3eb8cebcf03;58610;14671
b84f6c70-9f3c-429e-a7db-8205f544f0b6;59747;26639
3146f46e-b396-435e-aeba-8a6f0b8dd07e;65125;25918
05507de2-ceb1-40a2-ae4f-94d0d40c1fa7;68561;15543
ecdbea64-65a5-4bcb-86c2-383c05bf3074;53005;29182
d210c3cb-b15e-42ad-97c4-f0d07a1ea2bd;69393;16922
606a8ecb-58f0-493f-a0a4-59bce313950e;46770;25896
3e533088-0787-4d94-b3d6-fb8ac16ea9d0;41388;10753
8ee185a5-e5ee-4620-a3f4-791757c48ab8;31453;15958
0e05a600-5410-45ac-a9de-8e9eb68bf9b1;51144;28413
27dcf2cd-1708-4392-ad2a-a0b001274efc;67355;16437
8cb2417e-9be8-4a33-83f2-c2a7babcd508;39394;14862
d836840b-b91f-4a1f-86e6-35a21724fc3b;33342;12083
c4c6b31a-c885-4496-91e4-d7c3496b5276;30302;27627
6093662d-c512-4d32-b1cc-cd9b3c38f766;49639;12650
346ae917-0e0e-4f19-9ca8-0905141e3e61;62249;26451
76847b9a-8ecb-4b3b-bde1-817e890cf28e;57386;13821
e70c1afe-8f87-4bba-982a-049a4edf04dc;65244;11807
f6d8bd45-1a08-49e5-9a35-09c8c97dc374;63561;17400
c1352ae1-cbe6-44cd-b341-6f0d6d9848c2;69611;20946
d3fb430e-37a4-45d8-9d61-180fddc85da3;38479;29879
82cbad1e-0409-4b5d-ae01-65845f8de8c1;38798;11258
2549d52d-a661-4d10-8134-6857e02e31fe;58583;28807
bdaa8979-09ea-4861-b29f-a2c7dea0c397;40245;13821
3397faed-0f1b-4e81-9f2a-a8f83aae37f8;43463;10059
70620396-d2d6-4195-bd3a-3f6493ae1473;30681;26755
c959b9b3-0f76-4c5b-b1ae-d565b8df82bb;41974;21986
a4631903-39c1-4cb1-85d6-64618e4c1a0f;30561;22351
180896b9-2a8e-495a-8935-02261dc39d4b;51477;26709
438ead02-c67d-4243-a197-e78305c6addf;47078;23314
6e2237cb-1781-42e6-b747-a6ea94e4fefd;58740;27448
1bb74655-1092-4a2d-92a5-f4ac22a9e722;65925;23980
33f0e317-1bf2-414e-87ef-47d4f4284504;48675;21655
34f9db16-2373-46cc-919d-688f16d34bbb;47909;12792
af269bd2-0247-4a89-980a-d9294e02b952;63531;13129
d4e8642e-d21f-4ee9-a935-c8d95875a293;55510;23358
835dabaf-4bc8-4110-b0be-9494432c0398;46097;10058
5381a992-0640-4843-b346-695b8bb599e7;38907;25459
58bcd96b-abdf-4437-b008-a4b31bb127f3;44099;11879
3b91529f-e52c-4080-83f1-0630ecb68249;64801;10103
01a7391b-f6b6-4941-9430-5bdef82d1b5c;41867;17337
2d4372eb-a2fd-4ec1-a828-b58bcd15f122;51108;11864
11dba7b6-44fd-4a9f-88a2-7923aea5b237;32033;14564
b88ddf2f-6e73-46f0-a66b-5bd9151d2cee;59587;28447
332d62ca-17a0-41c8-a26b-eb10ac9c1464;44943;23762
47621e9c-66f2-4d0c-bc39-09236e297d67;64015;20369
ed3f97ba-c42c-404e-b6ed-d569df30e81d;36366;28395
52aa19c6-a8ba-454c-98e8-3fa07fdad6a9;57381;11726
5bf5ed50-5fb8-4703-aa9b-d7d09f880e2a;52306;11632
183df573-8fe5-463d-8ffc-b6a882771287;67349;16748
06670c01-622f-4566-b689-dca5c5a8fe16;31404;18478
ccc73a18-7ae1-4684-8664-583838619706;64384;19559
871679d7-1066-4765-818a-02d56fc2ae26;58069;16544
1d2b6967-6552-4ffb-bccb-461fb8ba18e8;32290;10439
0eb94073-baba-43b9-a77c-c3ace75addf2;64666;21282
56f304b7-e1e9-415d-96e5-3670647076fc;51943;14845
30d7d2a9-82ba-4f3f-92d2-5f4984763208;61587;23207
a677984f-19f4-4a00-8547-5123716d3f67;35805;10184
2b0a992a-9560-4e67-a8cd-b0f88fd58021;65238;15651
2b7c1ac3-d341-4656-8390-ee09e11ca6d8;36275;13254
9fde59bf-75ea-41b2-a9e9-14b5965d917f;55892;27945
57ed5d4a-9c82-4ee4-881b-93e8771b6a47;48604;21808
600eaacd-c0fd-418b-967b-40706ad574c0;65713;22207
a943a0f3-45c1-4b0f-a884-2439f57d6a79;30727;21069
84cdc5bc-4495-428e-a0c1-77a4f141d969;49118;14775
a26cf6c1-119a-4faf-8d2e-cedcbf8adacd;45214;17933
4ca6464e-c1ca-489b-b534-2a82c69bcb17;65808;26313
c1293112-3f38-4308-9cc4-b4a47cede42a;30908;27170
7056f3fa-97e7-4b2e-8345-ef644006a078;45555;13685
510d137c-0040-4dce-b8e4-bc836c37cd81;58494;16635
e4e8df53-dd06-4cd9-b654-a1140ab5915a;44731;24640
dd829093-4b14-4ca3-9e17-2459986222e9;46437;23721
26c5d9fa-adeb-4083-9b68-836abd370ae2;44999;10587
9a8f7a85-7b3a-43d0-9bd8-c2c715e02bbb;54657;28982
46a7e32c-8ec0-4cdd-aeb1-d7e48d7a9da9;56774;18786
4b4c2d8b-c466-4e33-9c09-422ec063e70e;55623;21738
0988c2f6-eaf4-429e-93fd-e9f41637c49f;51745;15027
f3d6a03f-82b0-454b-bec5-6fc245cd9e14;36531;23668
6985173a-a572-4dac-8e5e-61f28656b64e;32536;18813
1fdb76ce-f0c9-483d-9186-72d0e6c2391d;44155;24426
e8e8b686-32d9-4a27-99d4-aae536255167;67981;24001
2475c129-1d31-421f-9940-ce90abcb2ec1;39746;11807
76090d0c-7f34-4231-a959-be413848b929;45760;19372
b0ca2e1e-083f-4787-b242-22ad30cace7c;49284;27768
eddc9284-f083-42ca-aecd-dcefbac7fd8c;49729;24889
ff3d97b8-011a-416b-b090-abafbdf458f1;38214;24268
377ce2d5-17c3-49f5-b7ae-94597620e151;44216;18033
3b3545b8-94fb-4373-b20a-8ac7682d5425;66712;18643
f7937626-f8f4-4f23-82d3-ac3a9b53a543;54308;20063
44b5da7e-877d-4664-a7b0-e80e96deda19;31771;23395
14e5bb8f-c367-41d3-a7df-410760816532;33422;28874
14260f36-985f-4c8d-9491-afc473e4c192;54290;18115
0ee03e58-ab9a-4066-ab88-32c875c99249;37167;26261
6a57b7aa-ac8b-4154-aa87-cdc75bc7a6ab;42724;21937
6a4b2ac2-3125-41eb-9f6d-d3abc707ef37;38648;12600
4394e47e-6b1d-4279-a768-85f9bea5f7b9;59625;28820
7558fa6e-6c8b-49ea-b085-8fe6bdf3c94e;55791;20016
6d8c702a-1db8-4fa2-820e-0cebf41f67f2;56488;23280
f5685557-e0f2-4e75-a328-5b033ad7550a;69285;20017
136d48a3-f7df-4602-8c05-c8bed4517a57;55658;11279
a8415852-61b1-49c8-9f4b-f9a5b084dc80;52159;19795
ff720a3f-6ea2-4408-bfb6-cbd4cea8037f;64520;14777
c2d62c85-1d53-43b4-9691-1980a24901aa;39023;12967
60858506-204f-4565-918e-d0feeb2c597d;50628;29333
55a9ad8b-c109-450d-92c7-f9c0322e31e3;63786;13326
d8b10e64-725a-4382-a563-16e8dbb643a5;38972;16944
3883ef13-235c-431d-9a42-f5f89b4734e3;46862;24012
48ce0af2-e997-4b31-804c-e2e76bfb59da;66446;13853
dd32131f-8c6f-43da-9c6b-4f90c89721b3;69424;10891
c656b07f-adb9-4d41-bb20-809b320e50f6;53680;19810
66790a28-0f2f-4155-abd9-eedffa87b8a8;66286;23023
0c356723-f1e2-47d5-8821-b51371ec2e2b;58094;17851
d2a2bbca-5c29-482f-ba6d-de163029fc92;61620;19630
5210ce00-4ee3-44e5-8404-71cbb409d7d9;60918;25988
404b2010-bd0e-418d-b9be-95440fa698f1;56825;14837
97fb5f13-2505-4582-a20f-0a7f17b4d863;56190;27424
daeded77-9005-4991-920d-c8c835715ffe;48738;17921
a588ba57-6d66-46d2-a95a-368c3c591588;63314;28455
db190134-29ad-4995-8a5d-85418cf0b689;52855;13994
5424380e-b119-46f9-859e-9786123d88a2;52910;26492
4bc45efe-31c9-44f4-8a3e-c3a1e44824b4;35851;20301
c1172ef0-bd2c-4768-a3ec-b79304f1e4fc;69747;27563
eb67886a-464c-4e02-8bdd-62fe9d9e7dfb;48259;29226
1116275c-455d-4e48-a5d2-f043066224d8;53478;16858
fb5b8d53-23ca-47d5-87db-98039032f539;47363;27315
e347a1d0-0178-4a75-b850-4b5c192763f9;53539;21261
02283dcd-8953-4ca9-a9c8-8e25351cac87;63736;27314
62945141-e2a2-4f0d-bfa1-1b260c6a4512;54378;11075
3dbdb845-5d99-4a49-965a-4c93de4211a5;48454;21580
1743a678-40a1-4efa-8260-3f79834882ac;45009;24039
a3f00931-8270-43a7-98ae-3eba0c91ac11;68248;18134
c87fe8fa-6a71-4f2e-8306-023be2bbf130;45786;24990
94281ec7-fdf4-41d8-a0f1-5e28f97459ca;55562;29630
7ddb650d-3e91-4ad2-844e-0af9bac0aaf5;37250;27029
afefa761-3726-4ac4-84c6-2475a301e6cb;58347;14541
e1cb7890-2b1b-4baa-a45e-ea4d573706f0;49950;19743
be8c9476-1bfa-4d6b-88ed-5111ea87fdf5;30690;15097
a5cb395e-1057-4587-936e-10386457b70a;35650;16574
12b17f10-bcf2-40be-b2f0-5c3941492b1d;30802;19095
235c9de7-ee88-4639-900e-1125748b792e;42960;11320
60c42519-ee2e-4985-b537-085a2ff91a0c;58761;25584
70540bcd-5089-484a-b0ad-1f362fa2e96b;54543;24981
bac1eb7d-be41-4aa4-9bb4-a73881ca570f;40316;25261
d05f0d3c-6d9a-4550-90f0-fb378440ee32;46577;24749
31ed31d7-4ed2-4a3c-9aa6-153c83c455e3;39169;23943
54621740-dcfb-45e9-8f36-b9611d872576;58797;25860
f9915e7f-d53e-40d4-8535-4e9ad837f544;43893;17097
06313e03-9c67-4839-bfdc-d0adca41555e;63406;22752
79ee94fd-187a-4426-9133-c0957abb34e6;38135;11673
78ee7a06-d17b-4f8c-ba95-0296d8a19d85;46121;29024
5714ced4-774b-4e79-af04-dcd99d5289c9;66993;15435
4ec7be2a-e9ca-41ce-95a7-5ece47071be4;55852;24091
57f96308-346b-47e7-a507-c570825d937e;34243;17856
3017d3c6-574a-47a8-8474-5fe3d54f74c6;63299;18216
f03b19a9-9f03-4f27-a49a-c17fc7a6b96a;51046;12007
65fceb25-ac97-4e04-9f22-4ce8d832c48f;40789;23279
67e0efe4-13f7-47b9-8d3c-d6d025c670ac;33358;18148
a95accd1-ee35-4d4d-88c4-981325074405;65758;15043
54ae6ae8-4363-47db-803b-ba68340541f1;35363;29681
7a6bafb2-89a6-4ba4-bab8-e65eae6df106;58782;20921
73ed27da-1b68-4500-8ad3-15d667e375c2;38478;28083
615551ba-4348-403c-b572-c72b939a88c5;48109;17633
c71d7b5f-bf99-400d-bbaf-bd24ce7a50cf;52311;18884
6d380d1c-8806-4625-b1bb-3e625e14ea98;57019;12108
fa05909d-30da-4222-876f-652c4871d709;30711;23888
cf282b92-60d1-4a69-94b9-fd3bf1917f9f;43250;28531
36c7b60b-260b-4eaf-8c78-37db6d48ce8d;46698;27774
2bbb195b-6623-4289-9574-e2a5398d4b56;66135;27135
94bf4181-5d24-465d-903d-2a056b60f9f3;35213;19678
fc84f18c-3130-4262-99cb-c8d42f530af3;60259;15550
1bd7e5da-62c7-425f-b57c-abc6dc5a4777;42627;19356
263a319c-936f-4a26-87d2-9528a5df7b6b;40724;23979
625ff5d3-22ac-4032-825c-3522e657f3ad;31512;24855
56fc071a-5fe8-411a-ae13-9a39fe36c434;53447;21290
c60e06a0-df6c-4d04-a409-885d83b4d369;41616;23803
1de6accf-d4e8-4112-a54f-1e832f5a7188;49485;27709
2a624b54-aff5-44c7-860f-c3a1b8b6c514;49147;18912
76b69a62-d1a1-4364-a8d0-194d246039c7;36692;14660
d4a9984c-c953-41b9-9418-277e7a94f94f;31043;13476
a3e11fea-9aad-4e5b-8a19-455b104c9fab;40311;18617
7debf643-c4ec-41b6-be51-e8174a346fed;32528;10988
f91c832f-7d68-467d-86fb-a162550a8a20;63989;18749
0dc79f09-3044-41b3-8585-1b8bd5d40abc;65246;11942
7c7e96a3-dfd7-4e96-8fee-cf6d2ab32c84;38671;24540
0729b304-0f1c-43cb-adbe-e69ccfa36b83;33944;22583
a65fd78e-5d31-43dd-90f7-d18b63d8c1bb;68529;12599
dc19fab2-f616-47f4-8c91-efcf87263c9f;62540;21612
db485b91-acf7-4a6c-81b0-5b2f38b57ac8;50835;11596
10e91904-51b3-4841-8be4-e8627fa8ce46;41560;13093
32a5e0d9-c538-4920-bfb1-1b4ceb7b5abd;35224;20656
2f0c65cd-8d2d-4c5e-9172-aa508c082875;54574;22515
5f6a31c1-e914-4130-b6e6-fb36ccbd9c64;37171;15331
28584255-b7bb-4313-bc03-b21e48218c98;49426;16978
1bf54890-6417-47b1-bcbd-b710923bcfcb;64144;28834
12148761-6e9d-4bf4-a69a-3c936dfd7dd5;67327;14683
cfba2faf-1e09-491c-a1cf-52a3c8d1ccca;54853;14460
98e7bce1-022d-4779-b8b1-bb66a21bd522;44374;12341
f22f2ab3-6700-4ee9-a922-eb2559c64086;50120;20119
b1f82cde-2f19-4081-b0c3-a69d6b90bef8;56888;18297
b59a5bcd-053e-4f21-a1bc-97adf8fd5038;59599;25383
9e420102-e478-44ce-a511-408402cd90c5;63710;18192
24089efd-cd31-468b-a75c-e83118ffa0e5;40626;23279
ac14d7e8-e06c-4858-8bab-4196be37ac0d;30180;15788
4ff0538d-04fa-4ffa-bcfc-be88d09eee05;36588;25028
953d21af-ff3b-481f-9b29-4a24a2ede837;37582;12620
6f671f52-31e5-4ea9-994c-69e2bb69b76e;55498;13576
510621e4-ac1d-48b5-9e91-83f2ab864c7d;31879;20268
4fbc5d73-f934-4506-9904-b2b494ad1f72;47686;21527
0ae7035d-e67b-4057-8283-ed460ae7f079;64408;10493
c5b2306a-98ff-438f-abd5-2cbae74f34fe;51510;28126
ed1e4ec7-d5d2-4bed-9d0b-bc5a293cad07;35617;21719
7000bb74-176a-4960-a11f-61e219b46d0a;51095;29083
8d8fabb0-ff76-4264-b668-2ec30782681b;63842;12800
4e58a7cb-87d2-418c-8c2f-d2fc2d4fd6d2;61530;29336
0ceeb958-a279-4952-afb2-d803b7601c2a;60560;10196
a62d07fc-a940-4f78-9502-84492c9e49bf;59279;15277
0f63dc84-64d7-4953-9a6d-73152b59f62c;54465;11948
1137312b-82b5-4572-88b7-63093bc8f4a6;38692;15793
50041f92-f51b-4cc9-b195-c1a7e463bd44;33696;23715
fe82f93c-2e0f-45ea-b36c-1ea519a02118;59485;11911
813bf782-17fe-43bd-baad-f23574ef920c;31339;11557
123baf40-3ee4-4d0b-a105-f364283b0709;62543;15492
72c2af75-4b64-49e1-91dc-1982e03a7c51;64510;22490
78ebb05a-f1d4-47aa-8fc0-f39ed8319fe7;66936;24042
9ca3962b-d448-48dd-b1b8-71549a28797b;54089;24172
8927ac00-e13d-4158-a9f9-c5f5a5f57d1b;30243;12525
8fcf0201-7887-42b0-b4b1-b5207998d88a;56361;27746
f0c43bc1-07a6-4544-8278-9ab788d17ff8;53137;27899
3e8fee7b-f822-4084-a992-0cf1228f1c81;44895;14847
1ab5122e-20be-4dcf-9aa0-27ae2c6eac60;53188;27598
91f75d5b-1e64-4566-a0de-b0e2f3b0c9cd;38560;20147
4043610e-d20b-438b-812d-7342f860df2d;33576;28289
dcb0a058-9b85-4e4c-a234-8193189dece2;37437;19785
7f77129d-8fdc-4a34-b182-1ca31b0c83bb;32812;20727
25c32176-c650-43a4-8dc8-04dd5b418653;62774;10003
3839dfb1-679f-4929-915a-b1fffbf168bd;44971;23522
1e8fb654-a189-48b7-8c10-db02f20a626d;68804;13174
9ec74fb3-632c-4f95-8993-28a381d19a9b;43097;12315
9dd255ef-37af-489f-a273-5fe81a226a93;62498;14642
5f9bc0f5-189c-4f84-b46b-90de6c412b35;45257;29410
dcdf7b19-b7f3-44c2-adf9-03ff39c6fc88;62823;19006
e99f6be1-78ba-43e8-82f3-e76716da10fd;50657;11603
d27bc9d7-c128-4d2a-aa74-2e89d538a731;65894;21976
f56ee714-f053-4f1f-aad9-8f8402372e52;61140;10242
d0428e18-e179-4d05-b2fd-7fb0d9a5ec3c;54565;29501
847fb756-1777-4ebd-a8cb-3019874433d7;53338;19019
ba60d789-ad95-4886-893e-0c4ef81ff8bb;37707;14262
1eb868e5-32be-4aa3-8a6d-c0da1ec34760;30876;21089
e988ecee-fecd-4793-bff3-080dc8a1e746;47254;24549
437d2d9d-f243-42be-bae3-a58972196a15;67871;16761
915ca6ce-5923-4b05-99b0-dd1bf69405c9;69805;15553
f5315113-f2af-4c80-8f16-5cdd37a6c8be;39159;25126
0c95e01d-cb21-4ee0-862b-eae014faedc8;63418;25088
fe7efc28-f700-4bed-af62-b913099b11a6;60013;28920
44b28c1f-3434-4bb9-a747-c86f1e82f82d;32110;25517
ece0c730-9781-4307-93c6-768790181370;56696;21190
34e6a6b5-85bd-466d-a04e-a66965cc83f1;56139;25013
f9e52ccc-4f27-43da-acdc-47e7e06e9234;58412;19189
e4eff61a-b586-4942-9818-886e08989147;35917;13319
58e24f59-641b-4606-8ec9-0f3c751acda1;49096;23917
d2ada132-4ece-4a7d-8dbf-ccd069b764e3;51844;12988
ffe47307-8b9e-422e-ba0a-2e0f9ee66a5b;31704;18765
b83ba803-4ab0-4d1e-9387-ff97f36325ea;56244;14430
a1f3b716-b1b8-495b-ace9-50de612f3fc8;67801;12806
7ad7326d-5c45-4e98-a3aa-104dc174da6b;45106;27558
0a1ba67b-0851-4605-ae6f-cdf440b5716c;57375;24309
adaba489-a2c8-400e-b6b3-5de28c1e455a;31760;24435
fc718502-421e-4e6c-8797-7ff852f32d4d;54264;10360
67685372-3cdf-4825-959e-e5e7a73bfc64;40237;25482
54f08f5d-9a28-4909-889a-ca00d3d43ea7;54645;13220
b2a17582-d142-4011-8640-aae3be178d65;53409;20603
4b522e42-2551-40b2-94ec-512846c8d7a6;61138;12082
f795a25d-bf55-40db-a420-aee5dbe7b3b1;62761;29909
6bed7682-ba9c-492d-8429-f0b685b27758;50228;18507
51dee4bd-b004-4e1b-9c18-a391c0ede442;64931;17708
bdd9f452-82c6-4dd2-9274-ab65433e61ce;36704;21263
f5aa81ca-6c0b-4bb1-8a97-9b3748206067;50627;23083
3f604886-12fd-4d40-adb6-27d757e2129f;66266;29206
7bab0e58-5317-41a8-ba85-6bacc9267089;63292;17793
2caf521f-6b57-4f59-83e7-c3c9194f55fb;51103;17326
5fc39627-8381-4319-918c-913ee16babaf;37953;18461
f132230f-256b-4fdc-8195-2d842d55a2ec;33855;26946
806b4f3d-c6d5-4bb3-9a2a-7487a3b96fba;36022;19996
69269c25-2bd7-4942-9952-64dc3f76731c;53992;23010
e4a692fe-c5e0-48bf-a1e7-798355253035;65788;19624
0b128f9c-e8e7-4a5c-b4df-e97852e70dbc;52940;19608
8724fb46-74ca-4526-b0ec-136096137fe3;36969;28269
bbd75bb9-8bc8-4ae9-a505-1880c80c0985;50599;12255
69c09e30-0609-4229-95cd-426cff049957;42463;12789
7328d1aa-5d09-47b1-9cc0-de37099a9549;39327;21108
fd072419-f15b-4d8e-8407-f04769454584;51377;19825
5a663362-34ad-464c-a5c8-6557fe80d06e;56095;25344
d9ad7704-ca0c-4ef2-9aba-c124fe4f13ca;54085;13792
5e3ac540-241b-4adb-80a7-5dda897c25d0;48062;24959
30a4f2c7-cf29-4469-b733-f267d1faf187;47773;27655
ec1e4678-16f9-4c81-9558-62c0a3ad41bb;67082;23880
a6e060b3-e68f-477c-af9a-8825c14f7a5f;34231;24070
3f45cb26-b678-4f82-b83c-2af9fa7f4b2f;43125;17698
bd4f5061-c498-4e85-a796-627e523cdb8a;55415;13970
8ca2cc67-aff0-4903-ac91-2e5b92cb03b3;34510;29172
8dbd3d79-1de3-48cf-88df-3ae50e62ec29;65249;24444
cb8862d7-15a6-48f7-a75e-ae91e72b8c21;53263;16208
82eb7367-0d1b-4b23-840c-c07bce88ed12;50337;13894
20311a59-2aae-42b5-a9c7-376efd67f3d9;48581;13514
94c27f78-8b81-483a-b5a9-cce2ee5bf35b;45027;17976
6d391dcd-fb83-4665-b3ff-0451c8da0b60;53314;17706
620a4719-32f5-408e-ae0a-eb102d6177bc;45986;20335
eb0d23cd-245b-4833-b4fa-7a881e3c185c;30081;27547
fa67f37b-7e44-477a-883a-2880e4f4cc80;37753;21597
c80359af-6b71-420f-85d7-8ffbbb73f720;56593;25942
4dae0194-f6a0-42cb-985e-f380e72509f6;67868;12066
f019d7f6-70d7-4848-80a9-0ae0c9d880fc;62561;24096
2a00278c-a512-4e0d-ae15-cb33033e90f4;40446;12607
93a87073-3e51-4fdf-9858-a8b20e6df161;67713;23208
c3d38f68-6add-483e-a20d-8235efbfc4c7;49587;28343
d3d88b28-7634-4f72-b87f-bd0179a6ec9e;57346;15196
3f18d2bb-e980-432b-a543-137f3d387abc;35722;19462
50e8a224-ce29-4e4e-a0b8-78466e0fc6aa;65401;24368
c2983b4f-ed65-4eaa-9e9e-314dd5bf64d1;48461;28180
ff950eed-3cc3-47de-9a64-1c9915d6d1cc;38697;10764
a58971e7-cd2b-43bf-a293-09ba3f2f4edb;56797;24232
77544af2-8d52-4590-a076-48f146c824f1;48318;25704
66e5d831-dac3-4f9d-a8ec-099ca839c5e5;61579;27796
33e7a8d6-065d-49bc-88a3-4f8a434e19c5;56614;25001
8f747b43-4b32-4f98-9ab7-f0d4743dd418;46233;29801
90024e2d-af0b-4db6-b280-16ba0ed88b60;40168;29498
2ac1ce41-64b9-4945-8a07-c7c203ccdfec;35878;10474
eedbe457-ac55-43ab-973c-d9f5f3283a42;56271;12072
7e8cb64b-ab4a-4710-9e91-8e36f1ef23a4;49407;18309
c5716860-2fdd-4bd0-9723-74ed2a547b78;68045;17775
4bb370e3-8adb-45b3-a5d0-324c89630ed3;54537;18159
e272bf3b-96d5-4912-8911-4594511c64c2;69035;28955
2b9bc77f-a431-4ecc-97b4-5e11f2aa2d2e;45565;10095
de5f4dda-8f93-4c1d-8b5d-81cff595707f;68398;18928
6e62ba5c-8d5c-441e-aff1-6b72fb05faa2;48647;26569
7335cb0a-7fc5-46c2-b4b7-96d3657fef6b;41099;16193
742d0f6e-e508-49bf-8064-6b2401d459ba;66569;17006
1199ffd2-28ba-46ae-bff9-82877b048771;54388;19779
402aaf79-b48a-4114-8b4e-35744b92c3c6;52243;11508
7636677d-7661-4593-98a4-aadd215f451a;49003;15168
59e631f8-5925-4e83-9b64-083fbf506fca;34100;26612
37b1174d-05fc-4e3b-a30a-54bbb3ef73f4;47374;27692
7a3fdcb8-68f9-4152-a0c3-878ba118c466;38876;22959
c95928ec-d305-435e-8fe6-4be2ed2be84d;60390;21975
b1f21fc6-2a87-420b-a993-e733d190a031;31703;18168
ffad0f8b-e9fb-4d74-a0f0-6df761e08f15;38204;11671
28dd47f3-fcce-4857-9c5f-8d0871bd8852;30591;24829
13015d04-5ab8-4077-80fe-3db15c20f73d;43900;21998
3bed3127-224d-4c94-bfd7-964304e8e241;52669;23247
5541c22a-f0e7-4d0d-96d6-891ba89597fa;51289;20337
0962b1b9-3fa5-4a84-b238-df6b7c915b67;35046;25406
39780268-a8ff-4076-b832-d054f7d00474;42822;24769
d313fabe-5898-47fd-a5aa-98a166c03008;49141;28643
ac9ec03c-9db5-4c71-b2a8-57123801baea;54307;21946
5aba053a-5e1a-4858-b770-4b89b78bd9c9;37878;21716
0a3f9ae7-9e63-4bef-b703-2f3d2a360097;52056;17566
9afac662-06d5-4053-aa6c-a63c90d249d0;53078;25286
22e25a25-f6c9-49fd-9c63-735641554be8;61952;24890
93378688-fa6d-43fe-aab0-da7e86c9f890;54347;14299
90b68068-1814-40ea-bba8-e5fe76ecfdd8;46649;15395
d4ada375-d9f3-44cb-bdf4-7020db66e749;69949;23363
562eca63-d676-488b-814e-f8e2c2da99ad;41661;20487
af8d3b86-967d-40c0-958a-b6cf07a4fce2;68482;15222
0bf204ba-dbbe-43a6-a94b-9e9f1b0cc2f0;36141;16555
f5941bc5-3e1f-4363-b4ce-fb3e7f5c57c4;56545;10259
4a378353-c71a-4f98-83b8-39842178ce8d;36799;28879
